,CNPJ,NOME,ENDEREÇO,COMPLEMENTO,BAIRRO,MUNICÍPIO,UF,PRODUTO,VALOR VENDA,DATA CADASTRO
302,09217206000142,AUTO POSTO PREMIUM,"AVENIDA JOSE DE BRITO SOARES,1101",,ANHANGUERA,ARAGUAINA,TO,Diesel S500,3.3990,'21/06/2018
303,09217206000142,AUTO POSTO PREMIUM,"AVENIDA JOSE DE BRITO SOARES,1101",,ANHANGUERA,ARAGUAINA,TO,Diesel S10,3.4990,'21/06/2018
304,09271603000100,AUTO POSTO CAMPANHOLLI,"RUA NOVA ZELÂNDIA,2203",,CENTRO,CEREJEIRAS,RO,Gasolina C Comum,4.7300,'17/04/2019
305,09271603000100,AUTO POSTO CAMPANHOLLI,"RUA NOVA ZELÂNDIA,2203",,CENTRO,CEREJEIRAS,RO,Etanol,4.3700,'17/04/2019
306,09271603000100,AUTO POSTO CAMPANHOLLI,"RUA NOVA ZELÂNDIA,2203",,CENTRO,CEREJEIRAS,RO,Diesel S500,4.0100,'17/04/2019
307,09271603000100,AUTO POSTO CAMPANHOLLI,"RUA NOVA ZELÂNDIA,2203",,CENTRO,CEREJEIRAS,RO,Diesel S10,4.0900,'17/04/2019
308,09271603000283,AUTO POSTO CAMPANHOLLI,"AVENIDA SENADOR OLAVO PIRES,1740",SALA  A,SETOR 2/DISTRITO DE VITORIA DA,CORUMBIARA,RO,Gasolina C Comum,4.7300,'17/04/2019
309,09271603000283,AUTO POSTO CAMPANHOLLI,"AVENIDA SENADOR OLAVO PIRES,1740",SALA  A,SETOR 2/DISTRITO DE VITORIA DA,CORUMBIARA,RO,Diesel S500,4.0100,'17/04/2019
310,09271603000283,AUTO POSTO CAMPANHOLLI,"AVENIDA SENADOR OLAVO PIRES,1740",SALA  A,SETOR 2/DISTRITO DE VITORIA DA,CORUMBIARA,RO,Diesel S10,4.0900,'17/04/2019
311,09291970000168,POSTO ARROIO DO SAL,"ESTRADA RS 389,587",KM    60,VILA TRES ARROIOS,ARROIO DO SAL,RS,Gasolina C Comum,4.3990,'14/01/2019
312,09291970000168,POSTO ARROIO DO SAL,"ESTRADA RS 389,587",KM    60,VILA TRES ARROIOS,ARROIO DO SAL,RS,Diesel S500,3.5590,'14/01/2019
313,09291970000168,POSTO ARROIO DO SAL,"ESTRADA RS 389,587",KM    60,VILA TRES ARROIOS,ARROIO DO SAL,RS,Diesel S10,3.6290,'14/01/2019
314,09291970000249,DAIANE T. DE AMARANTE & CIA LTDA - EPP,"RODOVIA RS 389 KM 88 ESTRADA DO MAR,S/N",,FAXINAL,TORRES,RS,Gasolina C Comum,4.3990,'14/01/2019
315,09291970000249,DAIANE T. DE AMARANTE & CIA LTDA - EPP,"RODOVIA RS 389 KM 88 ESTRADA DO MAR,S/N",,FAXINAL,TORRES,RS,Diesel S500,3.3990,'14/01/2019
316,09291970000249,DAIANE T. DE AMARANTE & CIA LTDA - EPP,"RODOVIA RS 389 KM 88 ESTRADA DO MAR,S/N",,FAXINAL,TORRES,RS,Diesel S10,3.4990,'14/01/2019
317,09296287000113,AUTO POSTO MONTANA,"AVENIDA GONÇALVES DIAS,3040",,JARDIM AEROPORTO,OURO PRETO DO OESTE,RO,Gasolina C Comum,4.7300,'23/04/2019
318,09296287000113,AUTO POSTO MONTANA,"AVENIDA GONÇALVES DIAS,3040",,JARDIM AEROPORTO,OURO PRETO DO OESTE,RO,Etanol,4.1000,'28/11/2018
319,09296287000113,AUTO POSTO MONTANA,"AVENIDA GONÇALVES DIAS,3040",,JARDIM AEROPORTO,OURO PRETO DO OESTE,RO,Diesel S500,3.8400,'18/04/2019
320,09299516000153,AUTO POSTO AGNELO,"AVENIDA ACM,544",CASA,CENTRO,CICERO DANTAS,BA,Gasolina C Comum,4.4500,'20/12/2018
321,09299516000153,AUTO POSTO AGNELO,"AVENIDA ACM,544",CASA,CENTRO,CICERO DANTAS,BA,Etanol,3.3000,'20/12/2018
322,09299516000153,AUTO POSTO AGNELO,"AVENIDA ACM,544",CASA,CENTRO,CICERO DANTAS,BA,Diesel S10,3.6500,'20/12/2018
323,09366602000131,AUTO POSTO GIGI,"RUA PEDRO RODRIGUES,925",,CENTRO,ITAPORA,MS,Gasolina C Comum,4.6490,'18/04/2019
324,09366602000131,AUTO POSTO GIGI,"RUA PEDRO RODRIGUES,925",,CENTRO,ITAPORA,MS,Etanol,3.7890,'18/04/2019
325,09366602000131,AUTO POSTO GIGI,"RUA PEDRO RODRIGUES,925",,CENTRO,ITAPORA,MS,Diesel S500,3.9090,'18/04/2019
326,09366602000131,AUTO POSTO GIGI,"RUA PEDRO RODRIGUES,925",,CENTRO,ITAPORA,MS,Diesel S10,4.0290,'18/04/2019
327,09374342000146,AUTO POSTO KERUBINS II,"AVENIDA WALDOMIRO GARCIA DE OLIVEIRA,35",,PARQUE RESIDENCIAL NOVA CANAA,MOGI GUACU,SP,Gasolina C Comum,4.4990,'22/04/2019
328,09374342000146,AUTO POSTO KERUBINS II,"AVENIDA WALDOMIRO GARCIA DE OLIVEIRA,35",,PARQUE RESIDENCIAL NOVA CANAA,MOGI GUACU,SP,Etanol,3.2990,'22/04/2019
329,09374342000146,AUTO POSTO KERUBINS II,"AVENIDA WALDOMIRO GARCIA DE OLIVEIRA,35",,PARQUE RESIDENCIAL NOVA CANAA,MOGI GUACU,SP,Diesel S500,3.6990,'22/04/2019
330,09374342000146,AUTO POSTO KERUBINS II,"AVENIDA WALDOMIRO GARCIA DE OLIVEIRA,35",,PARQUE RESIDENCIAL NOVA CANAA,MOGI GUACU,SP,Diesel S10,3.7990,'22/04/2019
331,09573325000138,RR AUTO SERVICE LTDA,"AVENIDA RUY RODRIGUES,3871",,PARQUE UNIVERSITARIO DE VIRACOPOS,CAMPINAS,SP,Gasolina C Comum,4.0990,'23/01/2019
332,09573325000138,RR AUTO SERVICE LTDA,"AVENIDA RUY RODRIGUES,3871",,PARQUE UNIVERSITARIO DE VIRACOPOS,CAMPINAS,SP,Etanol,2.7990,'04/12/2018
333,09573325000138,RR AUTO SERVICE LTDA,"AVENIDA RUY RODRIGUES,3871",,PARQUE UNIVERSITARIO DE VIRACOPOS,CAMPINAS,SP,Diesel S500,3.5990,'23/01/2019
334,09573325000138,RR AUTO SERVICE LTDA,"AVENIDA RUY RODRIGUES,3871",,PARQUE UNIVERSITARIO DE VIRACOPOS,CAMPINAS,SP,Diesel S10,3.6990,'23/01/2019
335,09612655000195,POSTO SATURNO,"DISTRITO DE SERROTA,S/Nº",,ZONA RURAL,SENADOR SA,CE,Gasolina C Comum,4.8700,'03/08/2018
336,09612655000195,POSTO SATURNO,"DISTRITO DE SERROTA,S/Nº",,ZONA RURAL,SENADOR SA,CE,Diesel S500,3.6990,'03/08/2018
337,10157722000108,ROTA 116,"RUA ALEXANDRE DE GUSMAO,1455",,ESTANCIA VELHA,CANOAS,RS,Gasolina C Comum,4.7690,'08/10/2018
338,10157722000108,ROTA 116,"RUA ALEXANDRE DE GUSMAO,1455",,ESTANCIA VELHA,CANOAS,RS,Diesel S500,3.5890,'08/10/2018
339,10254592000121,POSTO DE VILLE,"RUA JOAO BOSCO MARQUES DE SOUSA,556",,GATO PRETO,SOUSA,PB,Gasolina C Comum,4.5990,'04/09/2018
340,10254592000121,POSTO DE VILLE,"RUA JOAO BOSCO MARQUES DE SOUSA,556",,GATO PRETO,SOUSA,PB,Diesel S10,3.7990,'04/09/2018
341,10269693000176,AUTO POSTO PAMPA,"AVENIDA PRESIDENTE VARGAS,643",,VILA ARAUJO,PASSO FUNDO,RS,Gasolina C Comum,4.7590,'25/09/2018
342,10269693000176,AUTO POSTO PAMPA,"AVENIDA PRESIDENTE VARGAS,643",,VILA ARAUJO,PASSO FUNDO,RS,Diesel S10,3.4990,'25/09/2018
343,10549635000104,AUTO POSTO COLONIAL,"AVENIDA MANOEL RUZ PERES,2550",,JARDIM HUBERT,INDAIATUBA,SP,Gasolina C Comum,4.3990,'17/04/2019
344,10549635000104,AUTO POSTO COLONIAL,"AVENIDA MANOEL RUZ PERES,2550",,JARDIM HUBERT,INDAIATUBA,SP,Etanol,3.0350,'17/04/2019
345,10549635000104,AUTO POSTO COLONIAL,"AVENIDA MANOEL RUZ PERES,2550",,JARDIM HUBERT,INDAIATUBA,SP,Diesel S10,3.5990,'17/04/2019
346,10557748000143,AUTO POSTO ROTA RADIAL LTDA,"RUA PIRATININGA,1017",,BRAS,SAO PAULO,SP,Gasolina C Comum,3.9890,'26/07/2018
347,10557748000143,AUTO POSTO ROTA RADIAL LTDA,"RUA PIRATININGA,1017",,BRAS,SAO PAULO,SP,Etanol,2.2490,'26/07/2018
348,10876085000120,AUTO POSTO SAN CRISTOVAO,"RUA MONTE ALEGRE,5800",,JARDIM MAIPU,DOURADOS,MS,Gasolina C Comum,4.2990,'12/07/2018
349,10876085000120,AUTO POSTO SAN CRISTOVAO,"RUA MONTE ALEGRE,5800",,JARDIM MAIPU,DOURADOS,MS,Etanol,2.9990,'12/07/2018
350,10876085000120,AUTO POSTO SAN CRISTOVAO,"RUA MONTE ALEGRE,5800",,JARDIM MAIPU,DOURADOS,MS,Diesel S500,3.3990,'12/07/2018
351,10876085000120,AUTO POSTO SAN CRISTOVAO,"RUA MONTE ALEGRE,5800",,JARDIM MAIPU,DOURADOS,MS,Diesel S10,3.4990,'12/07/2018
352,11000641000162,AUTO POSTO TITAN,"AVENIDA DUDU FERRAZ,1110",,JARDIM SANTA ROSA,JAU,SP,Gasolina C Comum,4.0490,'08/08/2018
353,11000641000162,AUTO POSTO TITAN,"AVENIDA DUDU FERRAZ,1110",,JARDIM SANTA ROSA,JAU,SP,Etanol,2.1890,'08/08/2018
354,11000641000162,AUTO POSTO TITAN,"AVENIDA DUDU FERRAZ,1110",,JARDIM SANTA ROSA,JAU,SP,Diesel S500,3.1290,'08/08/2018
355,11000641000162,AUTO POSTO TITAN,"AVENIDA DUDU FERRAZ,1110",,JARDIM SANTA ROSA,JAU,SP,Diesel S10,3.2390,'08/08/2018
356,11060293000119,POSTO ENSEADA AZUL,"AVENIDA MEAIPE,1373",,NOVA GUARAPARI,GUARAPARI,ES,Gasolina C Comum,4.6900,'04/04/2019
357,11060293000119,POSTO ENSEADA AZUL,"AVENIDA MEAIPE,1373",,NOVA GUARAPARI,GUARAPARI,ES,Etanol,3.7900,'04/04/2019
358,11060293000119,POSTO ENSEADA AZUL,"AVENIDA MEAIPE,1373",,NOVA GUARAPARI,GUARAPARI,ES,Diesel S10,3.8700,'04/04/2019
359,11300950000158,AUTO POSTO JF,"AVENIDA JOÃO DOMICIANO DA COSTA,902",,CENTRO,ANDRADAS,MG,Gasolina C Comum,4.7990,'22/04/2019
360,11300950000158,AUTO POSTO JF,"AVENIDA JOÃO DOMICIANO DA COSTA,902",,CENTRO,ANDRADAS,MG,Etanol,3.1990,'22/04/2019
361,11300950000158,AUTO POSTO JF,"AVENIDA JOÃO DOMICIANO DA COSTA,902",,CENTRO,ANDRADAS,MG,Diesel S500,3.6690,'22/04/2019
362,11300950000158,AUTO POSTO JF,"AVENIDA JOÃO DOMICIANO DA COSTA,902",,CENTRO,ANDRADAS,MG,Diesel S10,3.7190,'22/04/2019
363,11307599000127,AUTO POSTO AEROPORTO DE UBATUBA LTDA.,"AVENIDA ANTONIO CARLOS RIBEIRO,0",,CENTRO,UBATUBA,SP,Gasolina C Comum,4.3490,'19/04/2019
364,11307599000127,AUTO POSTO AEROPORTO DE UBATUBA LTDA.,"AVENIDA ANTONIO CARLOS RIBEIRO,0",,CENTRO,UBATUBA,SP,Etanol,3.0790,'19/04/2019
365,11307599000127,AUTO POSTO AEROPORTO DE UBATUBA LTDA.,"AVENIDA ANTONIO CARLOS RIBEIRO,0",,CENTRO,UBATUBA,SP,Diesel S10,3.5790,'19/04/2019
366,11372676000122,CAMPOS DO JORDÃO AUTO POSTO LTDA.,"AVENIDA FREI ORESTES GIRARDI,2057",,VILA ABERNESIA,CAMPOS DO JORDAO,SP,Gasolina C Comum,4.4490,'19/04/2019
367,11372676000122,CAMPOS DO JORDÃO AUTO POSTO LTDA.,"AVENIDA FREI ORESTES GIRARDI,2057",,VILA ABERNESIA,CAMPOS DO JORDAO,SP,Etanol,2.9490,'19/04/2019
368,11372676000122,CAMPOS DO JORDÃO AUTO POSTO LTDA.,"AVENIDA FREI ORESTES GIRARDI,2057",,VILA ABERNESIA,CAMPOS DO JORDAO,SP,Diesel S500,3.3990,'23/02/2019
369,11372676000122,CAMPOS DO JORDÃO AUTO POSTO LTDA.,"AVENIDA FREI ORESTES GIRARDI,2057",,VILA ABERNESIA,CAMPOS DO JORDAO,SP,Diesel S10,3.4490,'23/02/2019
370,11388834000132,AUTO POSTO MONTANA,"AVENIDA XV DE NOVEMBRO,1071",,UNIÃO,OURO PRETO DO OESTE,RO,Gasolina C Comum,4.7300,'20/04/2019
371,11388834000132,AUTO POSTO MONTANA,"AVENIDA XV DE NOVEMBRO,1071",,UNIÃO,OURO PRETO DO OESTE,RO,Diesel S500,3.8400,'18/04/2019
372,11388834000132,AUTO POSTO MONTANA,"AVENIDA XV DE NOVEMBRO,1071",,UNIÃO,OURO PRETO DO OESTE,RO,Diesel S10,3.8900,'18/04/2019
373,11440349000160,POSTO SERRANO,"AVENIDA CHANCELER OSVALDO ARANHA,704",,JOSE CONRADO DE ARAUJO,ARACAJU,SE,Gasolina C Comum,4.3990,'27/12/2018
374,11440349000160,POSTO SERRANO,"AVENIDA CHANCELER OSVALDO ARANHA,704",,JOSE CONRADO DE ARAUJO,ARACAJU,SE,Etanol,3.1590,'27/12/2018
375,11440349000160,POSTO SERRANO,"AVENIDA CHANCELER OSVALDO ARANHA,704",,JOSE CONRADO DE ARAUJO,ARACAJU,SE,Diesel S500,3.5490,'27/12/2018
376,11440349000160,POSTO SERRANO,"AVENIDA CHANCELER OSVALDO ARANHA,704",,JOSE CONRADO DE ARAUJO,ARACAJU,SE,Diesel S10,3.5990,'27/12/2018
377,11643823000151,POSTO MARCON,"AVENIDA GETULIO DORNELLES VARGAS,2404",N,PASSO DOS FORTES,CHAPECO,SC,Gasolina C Comum,4.4490,'25/09/2018
378,11643823000151,POSTO MARCON,"AVENIDA GETULIO DORNELLES VARGAS,2404",N,PASSO DOS FORTES,CHAPECO,SC,Diesel S500,3.3990,'25/09/2018
379,11643823000151,POSTO MARCON,"AVENIDA GETULIO DORNELLES VARGAS,2404",N,PASSO DOS FORTES,CHAPECO,SC,Diesel S10,3.4690,'25/09/2018
380,11664743000182,POSTO UNIVERSITÁRIO,"RUA FREI GABRIEL,897",TERREO,UNIVERSITARIO,LAGES,SC,Gasolina C Comum,4.2690,'29/03/2019
381,11664743000182,POSTO UNIVERSITÁRIO,"RUA FREI GABRIEL,897",TERREO,UNIVERSITARIO,LAGES,SC,Etanol,3.6940,'29/03/2019
382,11664743000182,POSTO UNIVERSITÁRIO,"RUA FREI GABRIEL,897",TERREO,UNIVERSITARIO,LAGES,SC,Diesel S500,3.5090,'29/03/2019
383,11664743000182,POSTO UNIVERSITÁRIO,"RUA FREI GABRIEL,897",TERREO,UNIVERSITARIO,LAGES,SC,Diesel S10,3.5990,'29/03/2019
384,11664743000182,POSTO UNIVERSITÁRIO,"RUA FREI GABRIEL,897",TERREO,UNIVERSITARIO,LAGES,SC,GNV,0.0010,'29/03/2019
385,12031541000166,POSTO HS,"RUA JOSE ABEL DE ALMEIDA,SN",LT 02,SETOR RODOVIARIO II,ESTRELA DO NORTE,GO,Gasolina C Comum,4.6900,'02/02/2019
386,12031541000166,POSTO HS,"RUA JOSE ABEL DE ALMEIDA,SN",LT 02,SETOR RODOVIARIO II,ESTRELA DO NORTE,GO,Etanol,3.0900,'02/02/2019
387,12031541000166,POSTO HS,"RUA JOSE ABEL DE ALMEIDA,SN",LT 02,SETOR RODOVIARIO II,ESTRELA DO NORTE,GO,Diesel S500,3.3400,'17/02/2019
388,12031541000166,POSTO HS,"RUA JOSE ABEL DE ALMEIDA,SN",LT 02,SETOR RODOVIARIO II,ESTRELA DO NORTE,GO,Diesel S10,3.6500,'17/02/2019
389,12119665000106,POSTO LEAL,"AVENIDA 31 DE MARÇO,15",,CENTRO,BARREIRINHAS,MA,Gasolina C Comum,4.7300,'28/06/2018
390,12119665000106,POSTO LEAL,"AVENIDA 31 DE MARÇO,15",,CENTRO,BARREIRINHAS,MA,Diesel S500,3.6470,'28/06/2018
391,12119665000106,POSTO LEAL,"AVENIDA 31 DE MARÇO,15",,CENTRO,BARREIRINHAS,MA,Diesel S10,3.7150,'28/06/2018
392,12119665000289,LEAL COMERCIALIZACAO DE DERIVADOS DE PETROLEO LTDA,"RUA ANACLETO DE CARVALHO,260",,CRUZEIRO,BARREIRINHAS,MA,Gasolina C Comum,4.6500,'05/07/2018
393,13047383000103,SF COMERCIO DE COMBUSTIVEIS LTDA.,"RUA PORTAO,3890",,LAGO AZUL,ESTANCIA VELHA,RS,Gasolina C Comum,4.5990,'14/07/2018
394,13047383000103,SF COMERCIO DE COMBUSTIVEIS LTDA.,"RUA PORTAO,3890",,LAGO AZUL,ESTANCIA VELHA,RS,Diesel S500,3.1990,'14/07/2018
395,13047383000103,SF COMERCIO DE COMBUSTIVEIS LTDA.,"RUA PORTAO,3890",,LAGO AZUL,ESTANCIA VELHA,RS,Diesel S10,3.2990,'14/07/2018
396,13051606000106,AUTO POSTO 2 IRMAOS,"AVENIDA AYRTON SENNA,850",,SETOR 09,BURITIS,RO,Diesel S500,3.6200,'20/07/2018
397,13051606000106,AUTO POSTO 2 IRMAOS,"AVENIDA AYRTON SENNA,850",,SETOR 09,BURITIS,RO,Diesel S10,3.7200,'20/07/2018
398,13170895000154,AUTO POSTO UNIAO,"RUA 21,S/N",QUADRA 40                 LOTE  13/14,CENTRO,EDEALINA,GO,Gasolina C Comum,4.7990,'04/10/2018
399,13170895000154,AUTO POSTO UNIAO,"RUA 21,S/N",QUADRA 40                 LOTE  13/14,CENTRO,EDEALINA,GO,Etanol,2.8790,'04/10/2018
400,13170895000154,AUTO POSTO UNIAO,"RUA 21,S/N",QUADRA 40                 LOTE  13/14,CENTRO,EDEALINA,GO,Diesel S500,3.6990,'04/10/2018
401,13170895000154,AUTO POSTO UNIAO,"RUA 21,S/N",QUADRA 40                 LOTE  13/14,CENTRO,EDEALINA,GO,Diesel S10,3.7990,'04/10/2018
402,13250823000117,AUTO POSTO DALTIBA,"AVENIDA TANCREDO NEVES,1163",ESQUINA C/ AV. CAPITÃO SILVIO,SETOR 01,ARIQUEMES,RO,Gasolina C Comum,3.6500,'04/07/2018
403,13250823000117,AUTO POSTO DALTIBA,"AVENIDA TANCREDO NEVES,1163",ESQUINA C/ AV. CAPITÃO SILVIO,SETOR 01,ARIQUEMES,RO,Diesel S500,3.6270,'04/07/2018
404,13250823000117,AUTO POSTO DALTIBA,"AVENIDA TANCREDO NEVES,1163",ESQUINA C/ AV. CAPITÃO SILVIO,SETOR 01,ARIQUEMES,RO,Diesel S10,3.6610,'04/07/2018
405,13379724000130,REDE 020,"RODOVIA BR 020,S/N","KM     30,9",DISTRITO DO BEZERRA,FORMOSA,GO,Gasolina C Comum,4.4590,'20/04/2019
406,13379724000130,REDE 020,"RODOVIA BR 020,S/N","KM     30,9",DISTRITO DO BEZERRA,FORMOSA,GO,Etanol,3.1600,'20/04/2019
407,13379724000130,REDE 020,"RODOVIA BR 020,S/N","KM     30,9",DISTRITO DO BEZERRA,FORMOSA,GO,Diesel S500,3.5790,'18/04/2019
408,13379724000130,REDE 020,"RODOVIA BR 020,S/N","KM     30,9",DISTRITO DO BEZERRA,FORMOSA,GO,Diesel S10,3.6290,'18/04/2019
409,13385797000134,POSTO CIDADE,"RUA VITALINO LUIZ,299",TERREO,CENTRO,SAO DOMINGOS,BA,Gasolina C Comum,4.1400,'14/12/2018
410,13385797000134,POSTO CIDADE,"RUA VITALINO LUIZ,299",TERREO,CENTRO,SAO DOMINGOS,BA,Etanol,3.1800,'14/12/2018
411,13385797000134,POSTO CIDADE,"RUA VITALINO LUIZ,299",TERREO,CENTRO,SAO DOMINGOS,BA,Diesel S500,3.4900,'14/12/2018
412,13579902000176,AUTO POSTO CENTRAL,"AVENIDA ANTONIO JAIME BENEVIDES FILHO,655",,VILA IRACEMA,MOMBACA,CE,Gasolina C Comum,4.7990,'30/11/2018
413,13579902000176,AUTO POSTO CENTRAL,"AVENIDA ANTONIO JAIME BENEVIDES FILHO,655",,VILA IRACEMA,MOMBACA,CE,Etanol,3.4990,'30/11/2018
414,13579902000176,AUTO POSTO CENTRAL,"AVENIDA ANTONIO JAIME BENEVIDES FILHO,655",,VILA IRACEMA,MOMBACA,CE,Diesel S500,3.9990,'30/11/2018
415,13579902000176,AUTO POSTO CENTRAL,"AVENIDA ANTONIO JAIME BENEVIDES FILHO,655",,VILA IRACEMA,MOMBACA,CE,Diesel S10,4.0990,'30/11/2018
416,13635049000162,POSTO TITAN DE CORBELIA LTDA.,"RODOVIA BR 369,S/N",KM 478,OURO VERDE DO PIQUIRI,CORBELIA,PR,Gasolina C Comum,4.0900,'07/08/2018
417,13635049000162,POSTO TITAN DE CORBELIA LTDA.,"RODOVIA BR 369,S/N",KM 478,OURO VERDE DO PIQUIRI,CORBELIA,PR,Etanol,2.4900,'07/08/2018
418,13635049000162,POSTO TITAN DE CORBELIA LTDA.,"RODOVIA BR 369,S/N",KM 478,OURO VERDE DO PIQUIRI,CORBELIA,PR,Diesel S500,3.0600,'07/08/2018
419,13781754000178,POSTOS ARCO VERDE,"AVENIDA PILOTO PEREIRA TIM,1762",ANEXO A,MONTE CASTELO,PARNAMIRIM,RN,Gasolina C Comum,4.7690,'29/07/2018
420,13781754000178,POSTOS ARCO VERDE,"AVENIDA PILOTO PEREIRA TIM,1762",ANEXO A,MONTE CASTELO,PARNAMIRIM,RN,Etanol,3.5990,'29/07/2018
421,13781754000178,POSTOS ARCO VERDE,"AVENIDA PILOTO PEREIRA TIM,1762",ANEXO A,MONTE CASTELO,PARNAMIRIM,RN,Diesel S500,3.4700,'29/07/2018
422,13781754000178,POSTOS ARCO VERDE,"AVENIDA PILOTO PEREIRA TIM,1762",ANEXO A,MONTE CASTELO,PARNAMIRIM,RN,Diesel S10,3.5900,'29/07/2018
423,14167819000152,AUTO POSTO MARQUES,"RODOVIA BR 364,S/N",KM 421,JARDIM BELA VISTA,JARU,RO,Gasolina C Comum,4.5790,'03/07/2018
424,14167819000152,AUTO POSTO MARQUES,"RODOVIA BR 364,S/N",KM 421,JARDIM BELA VISTA,JARU,RO,Etanol,3.9990,'03/07/2018
425,14167819000152,AUTO POSTO MARQUES,"RODOVIA BR 364,S/N",KM 421,JARDIM BELA VISTA,JARU,RO,Diesel S500,3.5490,'03/07/2018
426,14167819000152,AUTO POSTO MARQUES,"RODOVIA BR 364,S/N",KM 421,JARDIM BELA VISTA,JARU,RO,Diesel S10,3.5990,'03/07/2018
427,14229920000190,POSTO TITAN CAFELANDIA,"AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475",,CENTRO,CAFELANDIA,PR,Gasolina C Comum,4.2190,'07/08/2018
428,14229920000190,POSTO TITAN CAFELANDIA,"AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475",,CENTRO,CAFELANDIA,PR,Etanol,2.6990,'07/08/2018
429,14229920000190,POSTO TITAN CAFELANDIA,"AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475",,CENTRO,CAFELANDIA,PR,Diesel S500,3.0890,'07/08/2018
430,14229920000190,POSTO TITAN CAFELANDIA,"AVENIDA MARECHAL LOTT,  ESQ. DEP. ANTONIO LUSTOSA,1475",,CENTRO,CAFELANDIA,PR,Diesel S10,3.1390,'07/08/2018
431,14967901000161,POSTO NELCI MARIA LOCATELLI E CIA LTDA,"AVENIDA TAMANDARE,1572",,VILA ALTO SUMARE,CAMPO GRANDE,MS,Gasolina C Comum,4.0900,'28/06/2018
432,14967901000161,POSTO NELCI MARIA LOCATELLI E CIA LTDA,"AVENIDA TAMANDARE,1572",,VILA ALTO SUMARE,CAMPO GRANDE,MS,Etanol,3.1970,'28/06/2018
433,14967901000161,POSTO NELCI MARIA LOCATELLI E CIA LTDA,"AVENIDA TAMANDARE,1572",,VILA ALTO SUMARE,CAMPO GRANDE,MS,Diesel S10,3.4970,'28/06/2018
434,15011160000103,POSTO XINGU,"AVENIDA SANTANA,75",,SANTANA,VARGINHA,MG,Gasolina C Comum,4.8480,'08/10/2018
435,15011160000103,POSTO XINGU,"AVENIDA SANTANA,75",,SANTANA,VARGINHA,MG,Etanol,2.9480,'08/10/2018
436,15011160000103,POSTO XINGU,"AVENIDA SANTANA,75",,SANTANA,VARGINHA,MG,Diesel S500,3.6560,'08/10/2018
437,15011160000103,POSTO XINGU,"AVENIDA SANTANA,75",,SANTANA,VARGINHA,MG,Diesel S10,3.7890,'08/10/2018
438,15203666000114,AUTO POSTO DINALO E IBRAHIM LTDA,"AVENIDA LUCAS NOGUEIRA GARCEZ,370",,JARDIM ESTELA,POA,SP,Gasolina C Comum,4.4990,'16/08/2018
439,15203666000114,AUTO POSTO DINALO E IBRAHIM LTDA,"AVENIDA LUCAS NOGUEIRA GARCEZ,370",,JARDIM ESTELA,POA,SP,Etanol,2.5990,'16/08/2018
440,15203666000114,AUTO POSTO DINALO E IBRAHIM LTDA,"AVENIDA LUCAS NOGUEIRA GARCEZ,370",,JARDIM ESTELA,POA,SP,Diesel S10,3.4990,'16/08/2018
441,15286573000109,POSTO SANTIAGO,"RUA HELENO DE ANDRADE,1154",,SETOR 3,BURITIS,RO,Gasolina C Comum,4.7500,'27/03/2019
442,15286573000109,POSTO SANTIAGO,"RUA HELENO DE ANDRADE,1154",,SETOR 3,BURITIS,RO,Diesel S500,3.8700,'27/03/2019
443,15286573000109,POSTO SANTIAGO,"RUA HELENO DE ANDRADE,1154",,SETOR 3,BURITIS,RO,Diesel S10,3.9800,'27/03/2019
444,15364302000116,AUTO POSTO SAMAPE,"AVENIDA OLIMAR OLIVEIRA RODRIGUES,365",,OVIDIO TEIXEIRA,CAETITE,BA,Gasolina C Comum,4.7990,'03/04/2019
445,15364302000116,AUTO POSTO SAMAPE,"AVENIDA OLIMAR OLIVEIRA RODRIGUES,365",,OVIDIO TEIXEIRA,CAETITE,BA,Etanol,3.3990,'03/04/2019
446,15364302000116,AUTO POSTO SAMAPE,"AVENIDA OLIMAR OLIVEIRA RODRIGUES,365",,OVIDIO TEIXEIRA,CAETITE,BA,Diesel S500,3.7690,'03/04/2019
447,15364302000116,AUTO POSTO SAMAPE,"AVENIDA OLIMAR OLIVEIRA RODRIGUES,365",,OVIDIO TEIXEIRA,CAETITE,BA,Diesel S10,3.8690,'03/04/2019
448,15388267000337,POSTO JOIA,"RUA BARAO DO RIO BRANCO,347",,CENTRO,MIRANDA,MS,Gasolina C Comum,4.6800,'09/04/2019
449,15388267000337,POSTO JOIA,"RUA BARAO DO RIO BRANCO,347",,CENTRO,MIRANDA,MS,Etanol,3.8400,'09/04/2019
450,15388267000337,POSTO JOIA,"RUA BARAO DO RIO BRANCO,347",,CENTRO,MIRANDA,MS,Diesel S500,3.8100,'09/04/2019
451,15388267000337,POSTO JOIA,"RUA BARAO DO RIO BRANCO,347",,CENTRO,MIRANDA,MS,Diesel S10,3.9200,'09/04/2019
452,15619911000179,SSJT SERVICO DE AUTO POSTO LTDA,"RUA MARECHAL RONDON,113",,VILA BRASILEIRA,ASSIS,SP,Gasolina C Comum,3.8990,'01/12/2018
453,15619911000179,SSJT SERVICO DE AUTO POSTO LTDA,"RUA MARECHAL RONDON,113",,VILA BRASILEIRA,ASSIS,SP,Etanol,2.3990,'01/12/2018
